x_val,y_val,seed,mean_lpay
0.2143,0.4500,999,26.3882
0.2143,0.4500,2024,30.9190
0.2143,0.4500,314,29.2839
0.2143,0.4500,1066,27.8379
0.2143,0.4500,53,27.8989
0.2143,0.4500,160,30.4963
0.2143,0.4500,1031,39.7303
0.2857,0.4500,42,0.2303
0.2857,0.4500,123,10.6244
0.2857,0.4500,777,7.9856
0.2857,0.4500,999,-3.2215
0.2857,0.4500,2024,3.4463
0.2857,0.4500,314,14.4242
0.2857,0.4500,1066,18.1631
0.2857,0.4500,53,7.2069
0.2857,0.4500,160,33.2807
0.2857,0.4500,1031,11.5185
0.3571,0.4500,42,-5.1189
0.3571,0.4500,123,-16.5663
0.3571,0.4500,777,3.4905
0.3571,0.4500,999,-2.9152
0.3571,0.4500,2024,0.5144
0.3571,0.4500,314,-5.0678
0.3571,0.4500,1066,-6.3954
0.3571,0.4500,53,12.6102
0.3571,0.4500,160,2.5705
0.3571,0.4500,1031,2.0923
0.4286,0.4500,42,-32.5554
0.4286,0.4500,123,-18.1462
0.4286,0.4500,777,-4.9637
0.4286,0.4500,999,-8.8287
0.4286,0.4500,2024,-1.8618
0.4286,0.4500,314,-10.3671
0.4286,0.4500,1066,-1.4556
0.4286,0.4500,53,-11.8161
0.4286,0.4500,160,0.6672
0.4286,0.4500,1031,-0.9316
0.5000,0.4500,42,-12.5865
0.5000,0.4500,123,-15.2721
0.5000,0.4500,777,-28.0341
0.5000,0.4500,999,-15.3511
0.5000,0.4500,2024,-8.6086
0.5000,0.4500,314,-20.5469
0.5000,0.4500,1066,-16.8239
0.5000,0.4500,53,-35.0497
0.5000,0.4500,160,-19.1405
0.5000,0.4500,1031,-36.3679
